SPELL NAME,SPELL BASICS,SPELL LEVEL,SCHOOL,RITUAL,CONCENTRATION,COMPONENTS,RANGE,CAST TIME,DURATION,DESCRIPTION,DAMAGE INFO,DAMAGE SPELL ,MELEE SPELL ATTACK,RANGED SPELL ATTACK,ACID,COLD,BLUDGEONING,FIRE,FORCE,LIGHTNING,NECROTIC,PIERCING,POISON,RADIANT,SLASHING,THUNDER,SPELL CATEGORY,AOE,BANISHMENT,BUFF,CONDITIONS,COMMUNICATION,CONCEALMENT,DEBUFF,DEFENSIVE,DIVINATION,HEAL,ILLUSION,ILLUMINATION,MINIONS,MOBILITY,6TH SENSE,OFFENSIVE,OTHER,PLANAR,REALITY WARP,REVIVE/RESTORE,SCALES,TELEPORTATION,WARDING,SAVING THROWS,CHARISMA,CONSTITUTION,DEXTERITY,STRENGTH,WISDOM,CLASS,ARTIFICER,BARD,CLERIC,DRUID,PALADIN,RANGER,SORCERER,WARLOCK,WIZARD
BANISHING SMITE,SPELL BASICS,5,ABJURATION,0,1,V@,SELF,1 BONUS ACTION,"CONCENTRATION, UP TO 1 MINUTE@","THE NEXT TIME YOU HIT A CREATURE WITH A WEAPON ATTACK BEFORE THIS SPELL ENDS, YOUR WEAPON CRACKLES WITH FORCE, AND THE ATTACK DEALS AN EXTRA 5D10 FORCE DAMAGE TO THE TARGET. ADDITIONALLY, IF THIS ATTACK REDUCES THE TARGET TO 50 HIT POINTS OF FEWER, YOU BANISH IT. IF THE TARGET IS NATIVE TO A DIFFERENT PLANE OF EXISTENCE THAN THE ON YOU’RE ON, THE TARGET DISAPPEARS, RETURNING TO ITS HOME PLANE. IF THE TARGET IS NATIVE TO THE PLANE YOU’RE ON, THE CREATURE VANISHES INTO A HARMLESS DEMIPLANE. WHILE THERE, THE TARGET IS INCAPACITATED. IT REMAINS THERE UNTIL THE SPELL ENDS, AT WHICH POINT THE TARGET REAPPEARS IN THE SPACE IT LEFT OR IN THE NEAREST UNOCCUPIED SPACE IF THAT SPACE IS OCCUPIED.@",DAMAGE INFO,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SPELL CATEGORY,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
BANISHMENT,SPELL BASICS,4,ABJURATION,0,1,"V, S, M, (AN ITEM DISTASTEFUL TO THE TARGET)@",60 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOU ATTEMPT TO SEND ONE CREATURE THAT YOU CAN SEE WITHIN RANGE TO ANOTHER PLACE OF EXISTENCE. THE TARGET MUST SUCCEED ON A CHARISMA SAVING THROW OR BE BANISHED.&IF THE TARGET IS NATIVE TO THE PLANE OF EXISTENCE YOU'RE ON, YOU BANISH THE TARGET TO A HARMLESS DEMIPLANE. WHILE THERE, THE TARGET IS INCAPACITATED. THE TARGET REMAINS THERE UNTIL THE SPELL ENDS, AT WHICH POINT THE TARGET REAPPEARS IN THE SPACE IT LEFT OR IN THE NEAREST UNOCCUPIED SPACE IF THAT SPACE IS OCCUPIED.&IF THE TARGET IS NATIVE TO A DIFFERENT PLANE OF EXISTENCE THAT THE ONE YOU'RE ON, THE TARGET IS BANISHED WITH A FAINT POPPING NOISE, RETURNING TO ITS HOME PLANE. IF THE SPELL ENDS BEFORE 1 MINUTE@ HAS PASSED, THE TARGET REAPPEARS IN THE SPACE IT LEFT OR IN THE NEAREST UNOCCUPIED SPACE IF THAT SPACE IS OCCUPIED. OTHERWISE, THE TARGET DOESN'T RETURN.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 5TH LEVEL OR HIGHER, YOU CAN TARGET ONE ADDITIONAL CREATURE FOR EACH SLOT LEVEL ABOVE 4TH.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,SAVING THROWS,1,0,0,0,0,CLASS,,,,,,,,,
BARKSKIN,SPELL BASICS,2,TRANSMUTATION,0,1,"V, S, M, (A HANDFUL OF OAK BARK)@",TOUCH,1 ACTION,"CONCENTRATION, UP TO 1 HOUR@","YOU TOUCH A WILLING CREATURE. UNTIL THE SPELL ENDS, THE TARGET’S SKIN HAS A ROUGH, BARK-LIKE APPEARANCE, AND THE TARGET’S AC CAN’T BE LESS THAN 16, REGARDLESS OF WHAT KIND OF ARMOR IT IS WEARING.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
BEACON OF HOPE,SPELL BASICS,3,ABJURATION,0,1,"V, S@",30 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","THIS SPELL BESTOWS HOPE AND VITALITY. CHOOSE ANY NUMBER OF CREATURES WITHIN RANGE. FOR THE DURATION, EACH TARGET HAS ADVANTAGE ON WISDOM SAVING THROWS AND DEATH SAVING THROWS, AND REGAINS THE MAXIMUM NUMBER OF HIT POINTS POSSIBLE FROM ANY HEALING.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
*BEAST BOND,SPELL BASICS,1,DIVINATION,0,,V.S.M. (A BIT OF FUR WRAPPED IN CLOTH),TOUCH,1 ACTION,"CONCENTRATION, UP TO 10 MINUTE@","YOU ESTABLISH A TELEPATHIC LINK WITH ONE BEAST YOU TOUCH THAT IS FRIENDLY TO YOU OR CHARMED BY YOU. THE SPELL FAILS IF THE BEAST’S INTELLIGENCE IS 4 OR HIGHER. UNTIL THE SPELL ENDS, THE LINK IS ACTIVE WHILE YOU AND THE BEAST ARE WITHIN LINE OF SIGHT OF EACH OTHER. THROUGH THE LINK, THE BEAST CAN UNDERSTAND YOUR TELEPATHIC MESSAGES TO IT, AND IT CAN TELEPATHICALLY COMMUNICATE SIMPLE EMOTIONS AND CONCEPTS BACK TO YOU. WHILE THE LINK IS ACTIVE, THE BEAST GAINS ADVANTAGE ON ATTACK ROLLS AGAINST ANY CREATURE WITHIN 5 FEET OF YOU THAT YOU CAN SEE.@",DAMAGE INFO,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,1,0,1,,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,1,0,0,0
BEAST SENSE,SPELL BASICS,2,DIVINATION,1,1,S@,TOUCH,1 ACTION,"CONCENTRATION, UP TO 1 HOUR@","YOU TOUCH A WILLING BEAST. FOR THE DURATION OF THE SPELL, YOU CAN USE YOUR ACTION TO SEE THROUGH THE BEAST'S EYES AND HEAR WHAT IT HEARS, AND CONTINUE TO DO SO UNTIL YOU USE YOUR ACTION TO RETURN TO YOUR NORMAL SENSES. WHILE PERCEIVING THROUGH THE BEAST'S SENSES, YOU GAIN THE BENEFITS OF ANY SPECIAL SENSES POSSESSED BY THAT CREATURE, THOUGH YOU ARE BLINDED AND DEAFENED TO YOUR OWN SURROUNDINGS.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
BESTOW CURSE,SPELL BASICS,3,NECROMANCY,0,1,"V, S@",TOUCH,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOU TOUCH A CREATURE, AND THAT CREATURE MUST SUCCEED ON A WISDOM SAVING THROW OR BECOME CURSED FOR THE DURATION OF THE SPELL. WHEN YOU CAST THIS SPELL, CHOOSE THE NATURE OF THE CURSE FROM THE FOLLOWING OPTIONS:&$CHOOSE ONE ABILITY SCORE. WHILE CURSED, THE TARGET HAS DISADVANTAGE ON ABILITY CHECKS AND SAVING THROWS MADE WITH THAT ABILITY SCORE.&$WHILE CURSED, THE TARGET HAS DISADVANTAGE ON ATTACK ROLLS AGAINST YOU.&$WHILE CURSED, THE TARGET MUST MAKE A WISDOM SAVING THROW AT THE START OF EACH OF ITS TURNS. IF IT FAILS, IT WASTES ITS ACTION THAT TURN DOING NOTHING.&$WHILE THE TARGET IS CURSED, YOUR ATTACKS AND SPELLS DEAL AN EXTRA 1D8 NECROTIC DAMAGE TO THE TARGET& A REMOVE CURSE SPELL ENDS THIS EFFECT. AT THE GM’S OPTION, YOU MAY CHOOSE AN ALTERNATIVE CURSE EFFECT, BUT IT SHOULD BE NO MORE POWERFUL THAN THOSE DESCRIBED ABOVE. THE GM HAS FINAL SAY ON SUCH A CURSE’S EFFECT.&& AT HIGHER LEVELS. IF YOU CAST THIS SPELL USING A SPELL SLOT OF 4TH LEVEL OR HIGHER, THE DURATION IS CONCENTRATION, UP TO 10 MINUTES. IF YOU USE A SPELL SLOT OF 5TH LEVEL OR HIGHER, THE DURATION IS 8 HOURS. IF YOU USE A SPELL SLOT OF 7TH LEVEL OR HIGHER, THE DURATION IS 24 HOURS. IF YOU USE A 9TH LEVEL SPELL SLOT, THE SPELL LASTS UNTIL IT IS DISPELLED. USING A SPELL SLOT OF 5TH LEVEL OR HIGHER GRANTS A DURATION THAT DOESN'T REQUIRE CONCENTRATION.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SAVING THROWS,0,0,0,0,1,CLASS,,,,,,,,,
BIGBYS HAND,SPELL BASICS,5,EVOCATION,0,1,"V, S, M, (AN EGSHELL AND A SNAKESKIN GLOVE)@",120 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOU CREATE A LARGE HAND OF SHIMMERING, TRANSLUCENT FORCE IN AN UNOCCUPIED SPACE THAT YOU CAN SEE WITHIN RANGE. THE HAND LASTS FOR THE SPELL'S DURATION, AND IT MOVES AT YOUR COMMAND, MIMICKING THE MOVEMENTS OF YOUR OWN HAND.&THE HAND IS AN OBJECT THAT HAS AC 20 AND HIT POINTS EQUAL TO YOUR HIT POINT MAXIMUM. IF IT DROPS TO 0 HIT POINTS, THE SPELL ENDS. IT HAS A STRENTH OF 26 (+8) AND A DEXTERITY OF 10(+0). THE HAND DOESN'T FILL ITS SPACE.&WHEN YOU CAST THE SPELL AND AS A BONUS ACTION ON YOUR SUBSEQUENT TURNS, YOU CAN MOVE THE HAND UP TO 60 FEET AND THEN CAUSE ONE OF THE FOLLOWING EFFECTS WITH IT.&$CLENCHED FIST. THE HAND STRIKES ONE CREATURE OR OBJECT WITHIN 5 FEET OF IT. MAKE A MELEE SPELL ATTACK FOR THE HAND USING YOUR GAME STATISTICS. ON A HIT, THE TARGET TAKES 4D8 FORCE DAMAGE.&$FORCEFUL HAND. THE HAND ATTEMPTS TO PUSH A CREATURE WITHIN 5 FEET OF IT IN A DIRECTION YOU CHOOSE. MAKE A CHECK WITH THE HAND'S STRENGTH CONTESTED BY THE STRENGTH (ATHLETICS) CHECK OF THE TARGET. IF THE TARGET IS MEDIUM OR SMALLER, YOU HAVE ADVANTAGE ON THE CHECK. IF YOU SUCCEED , THE HAND PUSHES THE TARGET UP TO 5 FEET PLUS A NUMBER OF FEET EQUAL TO FIVE TIMES YOUR SPELLCASTING ABILITY MODIFIER. THE HAND MOVES WITH THE TARGET TO REMAIN WITHIN 5 FEET OF IT. &$GRASPING HAND. THE HAND ATTEMPTS TO GRAPPLE  A HUGE OR SMALLER CREATURE WITHIN 5 FEET OF IT. YOU USE THE HAND'S STRENGTH SCORE TO RESOLVE THE GRAPPLE. IF THE TARGET IS MEDIUM OR SMALLER, YOU HAVE ADVANTAGE ON THE CHECK. WHILE THE HAND IS GRAPPLING THE TARGET, YOU CAN USE A BONUS ACTION TO HAVE THE HAND CRUSH IT. WHEN YOU DO SO, THE TARGET TAKES BLUDGEONING DAMAGE EQUAL TO 2D6 + YOUR SPELLCASTING MODIFIER.&$INTERPOSING HAND. THE HAND INTERPOSES ITSELF BETWEEN YOU AND A CREATURE YOU CHOOSE UNTIL YOU GIVE THE HAND A DIFFERENT COMMAND. THE HAND MOVES TO STAY BETWEEN YOU AND THE TARGET, PROVIDING YOU WITH HALF COVER AGAINST THE TARGET. THE TARGET CAN'T MOVE THROUGH THE HAND'S SPACE IF IT STRENGTH SCORE IS LESS THAN OR EQUAL TO THE HAND'S STRENGTH SCORE. IF ITS STRENGTH SCORE IS HIGHER THAN THE HAND'S STRENGTH SCORE, THE TARGET CAN MOVE TOWARD YOU THROUGH THE HAND'S SPACE, BUT THAT SPACE IS DIFFICULT TERRAIN FOR THE TARGET.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 6TH LEVEL OR HIGHER, THE DAMAGE FROM CLENCHED FIST OPTION INCREASES BY 2D8 AND THE DAMAGE FROM THE GRASPING HAND INCREASES BY 2D6 FOR EACH SLOT LEVEL ABOVE 5TH.@",DAMAGE INFO,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
BLADE BARRIER,SPELL BASICS,6,EVOCATION,0,1,"V, S@",90 FEET,1 ACTION,"CONCENTRATION, UP TO 10 MINUTE@","YOU CREATE A VERTICAL WALL OF WHIRLING, RAZOR-SHARP BLADES MADE OF MAGICAL ENERGY. THE WALL APPEARS WITHIN RANGE AND LASTS FOR THE DURATION. YOU CAN MAKE A STRAIGHT WALL UP TO 100 FEET LONG, 20 FEET HIGH, AND 5 FEET THICK, OR A RINGED WALL UP TO 60 FEET IN DIAMETER, 20 FEET HIGH, AND 5 FEET THICK. THE WALL PROVIDES THREE-QUARTERS COVER TO CREATURES BEHIND IT, AND ITS SPACE IS DIFFICULT TERRAIN.&WHEN A CREATURE ENTERS THE WALL’S AREA FOR THE FIRST TIME ON A TURN OR STARTS ITS TURN THERE, THE CREATURE MUST MAKE A DEXTERITY SAVING THROW. ON A FAILED SAVE, THE CREATURE TAKES 6D10 SLASHING DAMAGE. ON A SUCCESSFUL SAVE, THE CREATURE TAKES HALF AS MUCH DAMAGE.",DAMAGE INFO,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,SPELL CATEGORY,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,SAVING THROWS,0,0,1,0,0,CLASS,,,,,,,,,
BLADE WARD,SPELL BASICS,0,ABJURATION,0,0,"V, S@",SELF,1 ACTION,1 ROUND@,"YOU EXTEND YOUR HAND AND TRACE A SIGIL OF WARDING IN THE AIR. UNTIL THE END OF YOUR NEXT TURN, YOU HAVE RESISTANCE AGAINST BLUDGEONING, PIERCING, AND SLASHING DAMAGE DEALT BY WEAPON ATTACKS.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
BLESS,SPELL BASICS,1,ENCHANTMENT,0,0,"V, S, M, (A SPRINKLING OF HOLY WATER)@",30 FEET,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOU BLESS UP TO THREE CREATURES OF YOUR CHOICE WITHIN RANGE. WHENEVER A TARGET MAKES AN ATTACK ROLL OR A SAVING THROW BEFORE THE SPELL ENDS, THE TARGET CAN ROLL A D4 AND ADD THE NUMBER ROLLED TO THE ATTACK ROLL OR SAVING THROW.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 2ND LEVEL OR HIGHER, YOU CAN TARGET ONE ADDITIONAL CREATURE FOR EACH SLOT LEVEL ABOVE 1ST.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
BLIGHT,SPELL BASICS,4,NECROMANCY,0,0,V.S.@,30 FEET,1 ACTION,INSTANTANEOUS@,"NECROMANTIC ENERGY WASHES OVER A CREATURE OF YOUR CHOICE THAT YOU CAN SEE WITHIN RANGE, DRAINING MOISTURE AND VITALITY FROM IT. THE TARGET MUST MAKE A CONSTITUTION SAVING THROW. THE TARGET TAKES 8D8 NECROTIC DAMAGE ON A FAILED SAVE, OR HALF AS MUCH DAMAGE ON A SUCCESSFUL ONE. THE SPELL HAS NO EFFECT ON UNDEAD OR CONSTRUCTS.&IF YOU TARGET A PLANT CREATURE OR A MAGICAL PLANT, IT MAKES THE SAVING THROW WITH DISADVANTAGE, AND THE SPELL DEALS MAXIMUM DAMAGE TO IT.&IF YOU TARGET A NONMAGICAL PLANT THAT ISN’T A CREATURE, SUCH AS A TREE OR SHRUB, IT DOESN’T MAKE A SAVING THROW; IT SIMPLY WITHERS AND DIES.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 5TH LEVEL OF HIGHER, THE DAMAGE INCREASES BY 1D8 FOR EACH SLOT LEVEL ABOVE 4TH.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,SAVING THROWS,0,1,0,0,0,CLASS,,,,,,,,,
BLINDING SMITE,SPELL BASICS,3,EVOCATION,0,1,V@,SELF,1 BONUS ACTION,"CONCENTRATION, UP TO 1 MINUTE@","THE NEXT TIME YOU HIT A CREATURE WITH A MELEE WEAPON ATTACK DURING THIS SPELL’S DURATION, YOUR WEAPON FLARES WITH BRIGHT LIGHT, AND THE ATTACK DEALS AN EXTRA 3D8 RADIANT DAMAGE TO THE TARGET. ADDITIONALLY, THE TARGET MUST SUCCEED ON A CONSTITUTION SAVING THROW OR BE BLINDED UNTIL THE SPELL ENDS.&A CREATURE BLINDED BY THIS SPELL MAKES ANOTHER CONSTITUTION SAVING THROW AT THE END OF EACH OF ITS TURNS. ON A SUCCESSFUL SAVE, IT IS NO LONGER BLINDED.@",DAMAGE INFO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPELL CATEGORY,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,SAVING THROWS,0,1,0,0,0,CLASS,,,,,,,,,
BLINDNESS/DEAFNESS,SPELL BASICS,2,NECROMANCY,0,0,V@,30 FEET,1 ACTION,1 MINUTE@,"YOU CAN BLIND OR DEAFEN A FOE. CHOOSE ONE CREATURE THAT YOU CAN SEE WITHIN RANGE TO MAKE A CONSTITUTION SAVING THROW. IF IT FAILS, THE TARGET IS EITHER BLINDED OR DEAFENED (YOUR CHOICE) FOR THE DURATION. AT THE END OF EACH OF ITS TURNS, THE TARGET CAN MAKE A CONSTITUTION SAVING THROW. ON A SUCCESS, THE SPELL ENDS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 3RD LEVEL OR HIGHER, YOU CAN TARGET ONE ADDITIONAL CREATURE FOR EACH SLOT LEVEL ABOVE 2ND.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,1,0,0,0,CLASS,,,,,,,,,
BLINK,SPELL BASICS,3,TRANSMUTATION,0,0,"V, S@",SELF,1 ACTION,1 MINUTE@,"ROLL A D20 AT THE END OF EACH OF YOUR TURNS FOR THE DURATION OF THE SPELL. ON A ROLL OF 11 OR HIGHER, YOU VANISH FROM YOUR CURRENT PLANE OF EXISTENCE AND APPEAR IN THE ETHEREAL PLANE (THE SPELL FAILS AND THE CASTING IS WASTED IF YOU WERE ALREADY ON THAT PLANE). AT THE START OF YOUR NEXT TURN, AND WHEN THE SPELL ENDS IF YOU ARE ON THE ETHEREAL PLANE, YOU RETURN TO AN UNOCCUPIED SPACE OF YOUR CHOICE THAT YOU CAN SEE WITHIN 10 FEET OF THE SPACE YOU VANISHED FROM. IF NO UNOCCUPIED SPACE IS AVAILABLE WITHIN THAT RANGE, YOU APPEAR IN THE NEAREST UNOCCUPIED SPACE (CHOSEN AT RANDOM IF MORE THAN ONE SPACE IS EQUALLY NEAR). YOU CAN DISMISS THIS SPELL AS AN ACTION.&WHILE ON THE ETHEREAL PLANE, YOU CAN SEE AND HEAR THE PLANE YOU ORIGINATED FROM, WHICH IS CAST IN SHADES OF GRAY, AND YOU CAN’T SEE ANYTHING THERE MORE THAN 60 FEET AWAY. YOU CAN ONLY AFFECT AND BE AFFECTED BY OTHER CREATURES ON THE ETHEREAL PLANE. CREATURES THAT AREN’T THERE CAN’T PERCEIVE YOU OR INTERACT WITH YOU, UNLESS THEY HAVE THE ABILITY TO DO SO.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
*BOOMING BLADE,SPELL BASICS,0,EVOCATION,0,,V.M. (A WEAPON)@,5 FEET,1 ACTION,1 ROUND@,"AS PART OF THE ACTION USED TO CAST THIS SPELL, YOU MUST MAKE A MELEE ATTACK WITH A WEAPON AGAINST ONE CREATURE WITHIN THE SPELL'S RANGE, OTHERWISE THE SPELL FAILS.&ON A HIT, THE TARGET SUFFERS THE ATTACK'S NORMAL EFFECTS, AND IT BECOMES SHEATHED IN BOOMING ENERGY UNTIL THE START OF YOUR NEXT TURN. IF THE TARGET WILLINGLY MOVES BEFORE THEN, IT IMMEDIATELY TAKES 1D8 THUNDER DAMAGE, AND THE SPELL ENDS.&AT HIGHER LEVELS. AT 5TH LEVEL, THE MELEE ATTACK DEALS AN EXTRA 1D8 THUNDER DAMAGE TO THE TARGET, AND THE DAMAGE THE TARGET TAKES FOR MOVING INCREASES TO 2D8. BOTH DAMAGE ROLLS INCREASE BY 1D8 AT 11TH LEVEL AND 17TH LEVEL.@",DAMAGE INFO,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SPELL CATEGORY,0,,0,0,0,,0,0,0,0,0,0,0,,0,1,0,,0,0,1,0,,SAVING THROWS,,,,,,CLASS,0,0,0,0,0,0,1,1,1
BLUR,SPELL BASICS,2,ILLUSION,0,1,V@,SELF,1 ACTION,"CONCENTRATION, UP TO 1 MINUTE@","YOUR BODY BECOMES BLURRED, SHIFTING AND WAVERING TO ALL WHO CAN SEE YOU. FOR THE DURATION, ANY CREATURE HAS DISADVANTAGE ON ATTACK ROLLS AGAINST YOU. AN ATTACKER IS IMMUNE TO THIS EFFECT IF IT DOESN’T RELY ON SIGHT, AS WITH BLINDSIGHT, OR CAN SEE THROUGH ILLUSIONS, AS WITH TRUESIGHT.@",DAMAGE INFO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
*BONES OF THE EARTH,SPELL BASICS,6,TRANSMUTATION,0,,V.S.@,120 FEET,1 ACTION,INSTANTANEOUS@,"YOU CAUSE UP TO SIX PILLARS OF STONE TO BURST FROM PLACES ON THE GROUND THAT YOU CAN SEE WITHIN RANGE. EACH PILLAR IS A CYLINDER THAT HAS A DIAMETER OF 5 FEET AND A HEIGHT OF UP TO 30 FEET. THE GROUND WHERE A PILLAR APPEARS MUST BE WIDE ENOUGH FOR ITS DIAMETER, AND YOU CAN TARGET THE GROUND UNDER A CREATURE IF THAT CREATURE IS MEDIUM OR SMALLER. EACH PILLAR HAS AC 5 AND 30 HIT POINTS. WHEN REDUCED TO 0 HIT POINTS, A PILLAR CRUMBLES INTO RUBBLE, WHICH CREATES AN AREA OF DIFFICULT TERRAIN WITH A 10-FOOT RADIUS THAT LASTS UNTIL THE RUBBLE IS CLEARED. EACH 5-FOOT-DIAMETER PORTION OF THE AREA REQUIRES AT LEAST 1 MINUTE@ TO CLEAR BY HAND.&IF A PILLAR IS CREATED UNDER A CREATURE, THAT CREATURE MUST SUCCEED ON A DEXTERITY SAVING THROW OR BE LIFTED BY THE PILLAR. A CREATURE CAN CHOOSE TO FAIL THE SAVE.&IF A PILLAR IS PREVENTED FROM REACHING ITS FULL HEIGHT BECAUSE OF A CEILING OR OTHER OBSTACLE, A CREATURE ON THE PILLAR TAKES 6D6 BLUDGEONING DAMAGE AND IS RESTRAINED, PINCHED BETWEEN THE PILLAR AND THE OBSTACLE. THE RESTRAINED CREATURE CAN USE AN ACTION TO MAKE A STRENGTH OR DEXTERITY CHECK (THE CREATURE’S CHOICE) AGAINST THE SPELL’S SAVE DC. ON A SUCCESS, THE CREATURE IS NO LONGER RESTRAINED AND MUST EITHER MOVE OFF THE PILLAR OR FALL OFF IT.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 7TH LEVEL OR HIGHER, YOU CAN CREATE TWO ADDITIONAL PILLARS FOR EACH SLOT LEVEL ABOVE 6TH.@",DAMAGE INFO,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SPELL CATEGORY,0,,0,1,0,,0,0,0,0,0,0,0,,0,1,0,,0,0,1,0,,SAVING THROWS,,,,,,CLASS,0,0,0,1,0,0,0,0,0
BRANDING SMITE,SPELL BASICS,2,EVOCATION,0,1,V@,SELF,1 BONUS ACTION,"CONCENTRATION, UP TO 1 MINUTE@","THE NEXT TIME YOU HIT A CREATURE WITH A WEAPON ATTACK BEFORE THIS SPELL ENDS, THE WEAPON GLEAMS WITH ASTRAL RADIANCE AS YOU STRIKE. THE ATTACK DEALS AN EXTRA 2D6 RADIANT DAMAGE TO THE TARGET, WHICH BECOMES VISIBLE IF IT’S INVISIBLE, AND THE TARGET SHEDS DIM LIGHT IN A 5-FOOT RADIUS AND CAN’T BECOME INVISIBLE UNTIL THE SPELL ENDS.&&AT HIGHER LEVELS. WHEN YOU CAST THIS SPELL USING A SPELL SLOT OF 3RD LEVEL OR HIGHER, THE EXTRA DAMAGE INCREASES BY 1D6 FOR EACH SLOT LEVEL ABOVE 2ND.@",DAMAGE INFO,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SPELL CATEGORY,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,SAVING THROWS,0,0,0,0,0,CLASS,,,,,,,,,
